DOI,Source URL
10.1111/jofi.13216,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13219,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13218,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13220,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13226,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13223,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13222,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13225,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13209,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13234,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13045,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13041,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13190,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13213,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13203,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13202,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13214,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13205,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13206,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13208,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13207,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13212,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13204,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13215,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13210,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13211,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13221,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13042,https://afajof.org/issue/volume-78-issue-2/
10.1111/jofi.13037,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13188,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13189,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13187,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13196,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13191,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13192,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13198,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13199,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13200,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13195,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13197,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13201,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13193,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13194,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.13038,https://afajof.org/issue/volume-78-issue-1/
10.1111/jofi.12945,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13184,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13185,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13178,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13183,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13179,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13180,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13182,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13166,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13181,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.13186,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.12946,https://afajof.org/issue/volume-77-issue-6/
10.1111/jofi.12940,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.12939,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13170,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13168,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13165,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13171,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13175,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13176,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13174,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13172,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13169,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13173,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13164,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.13177,https://afajof.org/issue/volume-77-issue-5/
10.1111/jofi.12933,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13161,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13136,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13159,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13158,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13135,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13137,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13162,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13139,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13163,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13160,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13138,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.13167,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.12934,https://afajof.org/issue/volume-77-issue-4/
10.1111/jofi.12927,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13132,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13134,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13128,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13122,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13126,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13124,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13127,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13125,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13129,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13130,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13131,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13123,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.13133,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.12928,https://afajof.org/issue/volume-77-issue-3/
10.1111/jofi.12921,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13121,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13118,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13105,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13100,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13107,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13110,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13120,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13117,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13119,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13111,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13112,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13114,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13106,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13113,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13115,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13108,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13109,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.13116,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.12922,https://afajof.org/issue/volume-77-issue-2/
10.1111/jofi.12915,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13090,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13097,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13074,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13071,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13095,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13085,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13089,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13094,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13088,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13069,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13093,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13087,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13098,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13096,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13099,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13103,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13101,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13102,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.13104,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.12916,https://afajof.org/issue/volume-77-issue-1/
10.1111/jofi.12815,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13086,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13079,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13083,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13081,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13077,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13070,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13072,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13078,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13084,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13082,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13068,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13073,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13067,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13080,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13066,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13091,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.13092,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.12816,https://afajof.org/issue/volume-76-issue-6/
10.1111/jofi.12810,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13075,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13055,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13035,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13034,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13033,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13059,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13031,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13058,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13036,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13032,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13056,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13057,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13061,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13063,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13064,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.13076,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.12811,https://afajof.org/issue/volume-76-issue-5/
10.1111/jofi.12805,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13062,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13028,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13023,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13024,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13019,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13022,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13018,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13021,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13020,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13025,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13026,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13060,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.13065,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.12806,https://afajof.org/issue/volume-76-issue-4/
10.1111/jofi.12800,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13027,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13003,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13013,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13004,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13001,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13010,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13012,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13016,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13002,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13009,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13008,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13011,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13029,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.13030,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.12801,https://afajof.org/issue/volume-76-issue-3/
10.1111/jofi.12795,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.13007,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12997,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12996,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12995,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12990,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12992,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12988,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12991,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12993,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12989,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12994,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12970,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.12987,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.13015,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.13005,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.13006,https://afajof.org/issue/volume-76-issue-2/
10.1111/jofi.13017,https://afajof.org/issue/volume-76-issue-2/
