DOI,Title,Published Date
10.1086/344803,Equilibrium Bank Runs,2003
10.1086/344804,Commercial Policy with Altruistic Voters,2003
10.1086/344805,Can Vertical Specialization Explain the Growth of World Trade?,2003
10.1086/367679,Why Dowry Payments Declined with Modernization in Europe but Are Rising in India,2003
10.1086/367680,<i>La Crema:</i>A Case Study of Mutual Fire Insurance,2003
10.1086/367681,A Spatial Analysis of Sectoral Complementarity,2003
10.1086/367682,Delaying the Inevitable: Interest Rate Defense and Balance of Payments Crises,2003
10.1086/367683,Can the Market Add and Subtract? Mispricing in Tech Stock Carve‐outs,2003
10.1086/367684,Middlemen versus Market Makers: A Theory of Competitive Exchange,2003
10.1086/367685,"<i>The Big Problem of Small Change</i>. By Thomas J.  Sargent and François R.  Velde. Princeton, N.J.: Princeton University Press, 2002. Pp. 432. $39.50.",2003
10.1086/367966,Journal of Political Economy,2003
10.1086/367967,Galileo on the Diamond/Water Paradox,2003
10.1086/368262,Griliches Prize in Empirical Economics,2003
10.1086/373884,Journal of Political Economy,2003
10.1086/373885,Optimal Risk Sharing in the Trenches,2003
10.1086/374179,<i>Relative</i> Factor Abundance and Trade,2003
10.1086/374180,Is More Information Better? The Effects of “Report Cards” on Health Care Providers,2003
10.1086/374181,Welfare Dynamics under Time Limits,2003
10.1086/374182,Team Incentives and Worker Heterogeneity: An Empirical Analysis of the Impact of Teams on Productivity and Participation,2003
10.1086/374183,A Theory of Involuntary Unrequited International Transfers,2003
10.1086/374184,Liquidity Risk and Expected Stock Returns,2003
10.1086/374185,"Schooling, Family Background, and Adoption: Is It Nature or Is It Nurture?",2003
10.1086/374187,Social Learning and Coordination Conventions in Intergenerational Games: An Experimental Study,2003
10.1086/375378,"The Substantial Bias from Ignoring General Equilibrium Effects in Estimating Excess Burden, and a Practical Solution",2003
10.1086/375379,Equilibrium Cross Section of Returns,2003
10.1086/375380,Who Affects Whom in Daily Newspaper Markets?,2003
10.1086/375381,Equity and Resources: An Analysis of Education Finance Systems,2003
10.1086/375382,Accounting for the U.S. Earnings and Wealth Inequality,2003
10.1086/375383,Bequests as Signals: An Explanation for the Equal Division Puzzle,2003
10.1086/375384,Bertrand and Walras Equilibria under Moral Hazard,2003
10.1086/375400,Journal of Political Economy,2003
10.1086/375401,Neoclassical Economic Theory: Foot Soldier for Capitalism?,2003
10.1086/376399,Notice,2003
10.1086/376950,Enjoying the Quiet Life? Corporate Governance and Managerial Preferences,2003
10.1086/376951,Capture by Threat,2003
10.1086/376953,Can Free Entry Be Inefficient? Fixed Commissions and Social Waste in the Real Estate Industry,2003
10.1086/376954,Subjective Discounting in an Exchange Economy,2003
10.1086/376955,"Income Inequality in France, 1901–1998",2003
10.1086/376956,The Limits of Bureaucratic Efficiency,2003
10.1086/377086,Trading and Voting,2003
10.1086/377505,Journal of Political Economy,2003
10.1086/377506,Sherlock Holmes Advocates Free Trade,2003
10.1086/378059,Notice,2003
10.1086/378525,Hot Money,2003
10.1086/378526,The Correlation of Wealth across Generations,2003
10.1086/378527,A Note on Convergence of Adaptive Satisficing to Optimal Stopping,2003
10.1086/378528,Trade Expansion and Contract Enforcement,2003
10.1086/378529,The Trick Is to Live: Is the Estate Tax Social Security for the Rich?,2003
10.1086/378530,Unraveling Reduces Mobility in a Labor Market: Gastroenterology with and without a Centralized Match,2003
10.1086/378531,Overconfidence and Speculative Bubbles,2003
10.1086/378532,Gold into Base Metals: Productivity Growth in the People’s Republic of China during the Reform Period,2003
10.1086/378533,Any Non‐welfarist Method of Policy Assessment Violates the Pareto Principle: A Comment,2003
10.1086/378534,Testing the Barten Model of Economies of Scale in Household Consumption: Toward Resolving a Paradox of Deaton and Paxson,2003
10.1086/378535,Engel’s What? A Response to Gan and Vernon,2003
10.1086/379878,Journal of Political Economy,2003
10.1086/379879,George Soros Crowds Out Government Spending,2003
10.1086/379932,Using Mandated Speed Limits to Measure the Value of a Statistical Life,2004
10.1086/379933,Capital Structure and Stock Returns,2004
10.1086/379934,Understanding Predictability,2004
10.1086/379935,The Distribution of Talent and the Pattern and Consequences of International Trade,2004
10.1086/379936,Adverse Selection in Insurance Markets: Policyholder Evidence from                     the U.K. Annuity Market,2004
10.1086/379937,Estimation of Educational Borrowing Constraints Using Returns to                         Schooling,2004
10.1086/379938,Rotten Parents and Child Labor,2004
10.1086/379939,Differentiated Products Demand Systems from a Combination of Micro and Macro Data: The New Car Market,2004
10.1086/379940,The Measured Black‐White Wage Gap among Women Is Too Small,2004
10.1086/379941,Delegating Decisions to Experts,2004
10.1086/379942,Life Earnings and Rural‐Urban Migration,2004
10.1086/379943,The Peter Principle: A Theory of Decline,2004
10.1086/379944,A Direct Test of the Theory of Comparative Advantage: The Case of Japan,2004
10.1086/379945,The Control of Externalities in Sports Leagues: An Analysis of Restrictions in the National Hockey League,2004
10.1086/379946,The Engineering Labor Market,2004
10.1086/379947,Identification and Estimation of Hedonic Models,2004
10.1086/380084,"Entry, Pricing, and Product Design in an Initially Monopolized Market",2004
10.1086/380085,Save More Tomorrow™: Using Behavioral Economics to Increase Employee Saving,2004
10.1086/380948,The Economics of Has‐beens,2004
10.1086/381378,Journal of Political Economy,2003
10.1086/381379,Incentives at Cambridge in 1574,2003
10.1086/381474,Political Jurisdictions in Heterogeneous Communities,2004
10.1086/381475,Do the Rich Save More?,2004
10.1086/381476,Tax Rates and Tax Evasion: Evidence from “Missing Imports” in China,2004
10.1086/381477,Marriage and Consumption Insurance: What’s Love Got to Do with                         It?,2004
10.1086/381478,"Liquidity Constraints, Household Wealth, and Entrepreneurship",2004
10.1086/381479,"Strikes, Scabs, and Tread Separations: Labor Strife and the Production of Defective Bridgestone/Firestone Tires",2004
10.1086/381480,Judicial Checks and Balances,2004
10.1086/381865,Any Non‐welfarist Method of Policy Assessment Violates the Pareto Principle: Reply,2004
10.1086/383099,Global Sourcing,2004
10.1086/383100,"Women, War, and Wages: The Effect of Female Labor Supply on the Wage Structure at Midcentury",2004
10.1086/383101,Religious Intermarriage and Socialization in the United States,2004
10.1086/383102,"Small Farms, Externalities, and the Dust Bowl of the 1930s",2004
10.1086/383103,Coase and Hotelling: A Meeting of the Minds,2004
10.1086/383104,An <i>sS</i> Model with Adverse Selection,2004
10.1086/383105,Cyclical Dynamics in Idiosyncratic Labor Market Risk,2004
10.1086/383482,Perfect Competition and the Water‐Toothpaste Paradox,2004
10.1086/383483,Journal of Political Economy,2004
10.1086/383484,Journal of Political Economy,2004
10.1086/392521,Journal of Political Economy,2004
10.1086/392522,Social Norms and Imperfect Monitoring,2004
10.1086/421167,Willpower and Personal Rules,2004
10.1086/421168,The Factor Content of Bilateral Trade: An Empirical Test,2004
10.1086/421169,New Deal Policies and the Persistence of the Great Depression: A General Equilibrium Analysis,2004
10.1086/421170,Aggregate Consequences of Limited Contract Enforceability,2004
10.1086/421171,On Group Stability in Hierarchies and Networks,2004
10.1086/421172,Physician Incentives in Health Maintenance Organizations,2004
10.1086/421173,Utilitarian Aggregation of Beliefs and Tastes,2004
10.1086/421174,Economic Shocks and Civil Conflict: An Instrumental Variables Approach,2004
10.1086/421175,Does Child Labor Decrease When Parental Incomes Rise?,2004
10.1086/421434,OSHA's Mission Statement: Suggestions from Lewis Carroll,2004
10.1086/421711,Erratum: “Equilibrium Cross Section of Returns”,2004
10.1086/421964,Journal of Political Economy,2004
10.1086/421965,An Early Example of “Sniping” in an Auction,2004
10.1086/422559,Some Evidence on the Importance of Sticky Prices,2004
10.1086/422560,"Migration, the Life Cycle, and State Benefits: How Low Is the                         Bottom?",2004
10.1086/422561,Lemons and Leases in the Used Business Aircraft Market,2004
10.1086/422562,Shipping the Good Apples Out? An Empirical Confirmation of the Alchian‐Allen Conjecture,2004
10.1086/422563,Innovating Firms and Aggregate Innovation,2004
10.1086/422564,Testing Neoclassical Competitive Theory in Multilateral Decentralized                         Markets,2004
10.1086/422565,Asset Prices and Trading Volume under Fixed Transactions Costs,2004
10.1086/422566,The Effect of Adolescent Experience on Labor Market Outcomes: The Case of Height,2004
10.1086/423630,Journal of Political Economy,2004
10.1086/423631,Bargaining without Commitment,2004
10.1086/424737,"Beyond the Median: Voter Preferences, District Heterogeneity, and Political Representation",2004
10.1086/424738,Using Asset Prices to Measure the Cost of Business Cycles,2004
10.1086/424739,Mutual Fund Flows and Performance in Rational Markets,2004
10.1086/424740,The Social Discount Rate,2004
10.1086/424741,Distribution of Ability and Earnings in a Hierarchical Job Assignment Model,2004
10.1086/424742,Inequality and Segregation,2004
10.1086/424743,Market Structure and Productivity: A Concrete Example,2004
10.1086/425345,Journal of Political Economy,2004
10.1086/425346,Not if You Want to Get Published in <i>JPE</i>,2004
10.1086/426036,Selection on Observed and Unobserved Variables: Assessing the Effectiveness of Catholic Schools,2005
10.1086/426037,David Hume’s Monetary Theory Revisited: Was He Really a Quantity Theorist and an Inflationist?,2005
10.1086/426038,Nominal Rigidities and the Dynamic Effects of a Shock to Monetary                         Policy,2005
10.1086/426039,Welfare‐Improving Asymmetric Information in Dynamic Insurance Markets,2005
10.1086/426040,Is Tomorrow Another Day? The Labor Supply of New York City                         Cabdrivers,2005
10.1086/426041,Water for Life: The Impact of the Privatization of Water Services on Child Mortality,2005
10.1086/426042,Consumption Risk and the Cross Section of Expected Returns,2005
10.1086/426891,Journal of Political Economy,2004
10.1086/426892,"The World According to Arthur Laffer, circa 1861",2004
10.1086/427462,Does Air Quality Matter? Evidence from the Housing Market,2005
10.1086/427463,The Equilibrium Distribution of Income and the Market for Status,2005
10.1086/427464,"International Migration, Self‐Selection, and the Distribution of Wages: Evidence from Mexico and the United States",2005
10.1086/427465,Urban Decline and Durable Housing,2005
10.1086/427466,Bond Yields and the Federal Reserve,2005
10.1086/427467,"Comparative Advantage, Relative Wages, and the Accumulation of Human Capital",2005
10.1086/428474,Journal of Political Economy,2005
10.1086/428475,Chekhov on Opportunity Cost,2005
10.1086/429135,The Location of Sales Offices and the Attraction of Cities,2005
10.1086/429136,Dynamic Processes of Social and Economic Interactions: On the Persistence of Inefficiencies,2005
10.1086/429137,Exchange Rates and Fundamentals,2005
10.1086/429279,What Determines Productivity? Lessons from the Dramatic Recovery of the U.S. and Canadian Iron Ore Industries Following Their Early 1980s Crisis,2005
10.1086/429280,Comment on “A Theory of Involuntary Unrequited International Transfers”,2005
10.1086/429700,Risky Business: The Market for Unprotected Commercial Sex,2005
10.1086/429804,A Unified Framework for Monetary Theory and Policy Analysis,2005
10.1086/430333,"Hiring Policies, Labor Market Institutions, and Labor Market Flows",2005
10.1086/430365,Journal of Political Economy,2005
10.1086/430366,Ancient Babylonian Stock Markets,2005
10.1086/430804,The Great Leap Forward: Anatomy of a Central Planning Disaster,2005
10.1086/430853,Aggregation of Heterogeneous Time Preferences,2005
10.1086/430887,Procurement via Sequential Search,2005
10.1086/430889,Journal of Political Economy,2005
10.1086/430890,Galileo the Economist,2005
10.1086/431254,Large Devaluations and the Real Exchange Rate,2005
10.1086/431288,How (Not) to Raise Money,2005
10.1086/431289,Modeling and Measuring Organization Capital,2005
10.1086/431290,"<b><i>JPE</i></b> <b>Data on Time to First Decision, 2001–2004</b>",2005
10.1086/431794,On the Design of Hierarchies: Coordination versus Specialization,2005
10.1086/432136,Insurance within the Firm,2005
10.1086/432137,Consumption Taxes and Economic Efficiency with Idiosyncratic Wage Shocks,2005
10.1086/432138,Are Structural Estimates of Auction Models Reasonable? Evidence from Experimental Data,2005
10.1086/432166,Unbundling Institutions,2005
10.1086/432963,Journal of Political Economy,2005
10.1086/432964,Stanley Kubrick on Team Incentives in Production,2005
10.1086/444405,Electoral Competition in Heterogeneous Districts,2005
10.1086/444551,The Assignment of Workers to Jobs in an Economy with Coordination Frictions,2005
10.1086/444552,Is Bigger Better? Customer Base Expansion through                     Word‐of‐Mouth Reputation,2005
10.1086/491589,Collective Labor Supply with Children,2005
10.1086/491590,Consumption versus Expenditure,2005
10.1086/497999,Modes of Communication,2005
10.1086/498049,"Polygyny, Fertility, and Savings",2005
10.1086/498123,"The Condition of the Working Class in England, 1209–2004",2005
10.1086/498585,Who Marries Whom and Why,2006
10.1086/498586,Demand Estimation with Heterogeneous Consumers and Unobserved Product                     Characteristics: A Hedonic Approach,2005
10.1086/498587,The Behavioralist Meets the Market: Measuring Social Preferences and Reputation Effects in Actual Transactions,2006
10.1086/498588,Hepatitis B and the Case of the Missing Women,2005
10.1086/498917,Distinguishing Limited Liability from Moral Hazard in a Model of                         Entrepreneurship,2006
10.1086/498918,The Market for Illegal Goods: The Case of Drugs,2006
10.1086/499414,Media Bias and Reputation,2006
10.1086/499547,"The Productivity Effects of Privatization: Longitudinal Estimates                     from Hungary, Romania, Russia, and Ukraine",2006
10.1086/500058,Journal of Political Economy,2005
10.1086/500059,Coase in Paris,2005
10.1086/500278,The Political Economy of Corporate Control and Labor Rents,2006
10.1086/500279,Identifying Placebo Effects with Data from Clinical Trials,2006
10.1086/500549,Designing Optimal Disability Insurance: A Case for Asset Testing,2006
10.1086/500990,Economics: An Emerging Small World,2006
10.1086/501170,Coordination and Experimentation in M‐Form and U‐Form Organizations,2006
10.1086/501171,Do Firms Maximize? Evidence from Professional Football,2006
10.1086/501172,On the Weights of Nations: Assigning Voting Weights in a Heterogeneous Union,2006
10.1086/502705,Journal of Political Economy,2005
10.1086/502779,Journal of Political Economy,2006
10.1086/502780,M1 in the Afterlife,2006
10.1086/502781,Utilitarian Calculus among the Literati,2005
10.1086/502782,"<b><i>JPE</i></b> <b>Data on Time to First Decision, 2001–2004</b>",2006
10.1086/503205,Nobel Lecture: The Transformation of Macroeconomic Policy and Research,2006
10.1086/503550,How Basic Are Behavioral Biases? Evidence from Capuchin Monkey Trading Behavior,2006
10.1086/503579,Selling Labor Low: Wage Responses to Productivity Shocks in Developing Countries,2006
10.1086/503754,Efficient Competitive Equilibria with Adverse Selection,2006
10.1086/503755,Private International Debt with Risk of Repudiation,2006
10.1086/503756,"Simon Rottenberg and Baseball, Then and Now: A Fiftieth Anniversary Retrospective",2006
10.1086/503757,Journal of Political Economy,2006
10.1086/503758,Darth Vader and the Holdup Problem,2006
10.1086/504901,Signaling in a Global Game: Coordination and Policy Traps,2006
10.1086/505048,The Dynamic Effects of Neutral and Investment‐Specific                     Technology Shocks,2006
10.1086/505231,Firms as Clubs in Walrasian Markets with Private Information,2006
10.1086/505656,Journal of Political Economy,2006
10.1086/505657,Conditional versus Unconditional Means in Baseball,2006
10.1086/506334,Ownership Dynamics and Asset Pricing with a Large Shareholder,2006
10.1086/506335,Are Americans Saving “Optimally” for Retirement?,2006
10.1086/506336,The Impact of an Abortion Ban on Socioeconomic Outcomes of Children: Evidence from Romania,2006
10.1086/506337,Green Markets and Private Provision of Public Goods,2006
10.1086/506923,Dynamic Pricing of New Experience Goods,2006
10.1086/507154,Is the 1918 Influenza Pandemic Over? Long‐Term Effects of <i>In Utero</i> Influenza Exposure in the Post‐1940 U.S. Population,2006
10.1086/507155,How Much Is a Seat on the Security Council Worth? Foreign Aid and Bribery at the United Nations,2006
10.1086/508030,The Accident Externality from Driving,2006
10.1086/508031,Adaptive Organizations,2006
10.1086/508032,"Entrepreneurship, Frictions, and Wealth",2006
10.1086/508033,The Value of Health and Longevity,2006
10.1086/508239,"Learning, Private Information, and the Economic Evaluation of                     Randomized Experiments",2006
10.1086/508240,Journal of Political Economy,2006
10.1086/508241,The Marriage Market in Babylonia according to Herodotus Histories,2006
10.1086/508379,Inflation and the Redistribution of Nominal Wealth,2006
10.1086/509547,,2007
