DOI,Title,Published Date
10.1257/00028280260344687,International Spillovers and Water Quality in Rivers: Do Countries Free Ride?,2002
10.1257/00028280260344696,Reservation Wages: An Analysis of the Effects of Reservations on Employment of American Indian Men,2002
10.1257/00028280260344704,R&amp;D Cooperation and Spillovers: Some Empirical Evidence from Belgium,2002
10.1257/00028280260344713,Savings and Portfolio Choice in a Two-Period Two-Asset Model,2002
10.1257/00028280260344722,"Education, Social Cohesion, and Economic Growth",2002
10.1257/00028280260344731,Malthus to Solow,2002
10.1257/00028280260344740,Hardnose the Dictator,2002
10.1257/00028280260344759,Competitive Pressure and Labor Productivity: World Iron-Ore Markets in the 1980's,2002
10.1257/00028280260344768,Using Electoral Cycles in Police Hiring to Estimate the Effect of Police on Crime: Comment,2002
10.1257/00028280260344777,Using Electoral Cycles in Police Hiring to Estimate the Effects of Police on Crime: Reply,2002
10.1257/00028280260344786,Losing Sleep at the Market: Comment,2002
10.1257/00028280260344795,Losing Sleep at the Market: The Daylight Saving Anomaly: Reply,2002
10.1257/00028280260344803,The Swing Voter's Curse: Comment,2002
10.1257/000282802760015577,Markets and Diversity,2002
10.1257/000282802760015586,Racial Integration as an Innovation: Empirical Evidence from Sports Leagues,2002
10.1257/000282802760015595,The Impact of Economic Conditions on Participation in Disability Programs: Evidence from the Coal Boom and Bust,2002
10.1257/000282802760015603,Insuring Consumption Against Illness,2002
10.1257/000282802760015612,Endogenous Federal Grants and Crowd-out of State Government Spending: Theory and Evidence from the Federal Highway Aid Program,2002
10.1257/000282802760015621,Increasing Returns and All That: A View from Trade,2002
10.1257/000282802760015630,Geographic Localization of International Technology Diffusion,2002
10.1257/000282802760015649,When Do Research Consortia Work Well and Why? Evidence from Japanese Panel Data,2002
10.1257/000282802760015658,Induced Innovation and Energy Prices,2002
10.1257/000282802760015667,Plant-Level Irreversible Investment and Equilibrium Business Cycles,2002
10.1257/000282802760015676,How Important Is Human Capital for Development? Evidence from Immigrant Earnings,2002
10.1257/000282802760015685,Sources of U.S. Economic Growth in a World of Ideas,2002
10.1257/000282802760015694,Machiavellian Privatization,2002
10.1257/000282802760015702,Journal Pricing and Mergers: A Portfolio Approach,2002
10.1257/000282802760015711,Do Women Pay More for New Vehicles? Evidence from Transaction Price Data,2002
10.1257/000282802760015720,"Did Community Rating Induce an Adverse Selection Death Spiral? Evidence from New York, Pennsylvania, and Connecticut",2002
10.1257/000282802760015739,The Rise in Old-Age Longevity and the Market for Long-Term Care,2002
10.1257/000282802760015748,Public Schooling for Young Children and Maternal Labor Supply,2002
10.1257/000282802760015757,Does Increasing Women's Schooling Raise the Schooling of the Next Generation?,2002
10.1257/000282802760015766,Intergenerational Income Mobility Among Daughters,2002
10.1257/000282802760015775,Owner-Occupied Housing and the Composition of the Household Portfolio,2002
10.1257/000282802760015784,Does Federalism Lead to Excessively High Taxes?,2002
10.1257/000282802760015793,"Charitable Giving, Income, and Taxes: An Analysis of Panel Data",2002
10.1257/000282802760015801,A Century of Missing Trade?,2002
10.1257/000282802760015810,The Case of the Missing Trade and Other Mysteries: Comment,2002
10.1257/000282802760015829,The Case of the Missing Trade and Other Mysteries: Reply,2002
10.1257/000282802762024502,"Bones, Bombs, and Break Points: The Geography of Economic Activity",2002
10.1257/000282802762024511,Knowledge Spillovers and Inequality,2002
10.1257/000282802762024520,Economic Status and Health in Childhood: The Origins of the Gradient,2002
10.1257/000282802762024539,Property Rights and Finance,2002
10.1257/000282802762024548,Airport Congestion When Carriers Have Market Power,2002
10.1257/000282802762024557,Measuring Market Inefficiencies in California's Restructured Wholesale Electricity Market,2002
10.1257/000282802762024566,Transport Costs and the Geography of Arbitrage in Eighteenth-Century China,2002
10.1257/000282802762024575,Hazards of Expropriation: Tenure Insecurity and Investment in Rural China,2002
10.1257/000282802762024584,Two-Class Voting: A Mechanism for Conflict Resolution,2002
10.1257/000282802762024593,"Racial Profiling, Fairness, and Effectiveness of Policing",2002
10.1257/000282802762024601,Learning-by-Doing as a Propagation Mechanism,2002
10.1257/000282802762024610,Social Value of Public Information,2002
10.1257/000282802762024629,Vouchers for Private Schooling in Colombia: Evidence from a Randomized Natural Experiment,2002
10.1257/000282802762024638,Information Technology and the U.S. Productivity Revival: What Do the Industry Data Say?,2002
10.1257/000282802762024647,Choosing Wisely: A Multibidding Approach,2002
10.1257/000282802762024656,Effects of Environmental and Land Use Regulation in the Oil and Gas Industry Using the Wyoming Checkerboard as an Experimental Design,2002
10.1257/000282802762024665,Winning Isn’t Everything: Corruption in Sumo Wrestling,2002
10.1257/000282802762024674,Estimating Individual Discount Rates in Denmark: A Field Experiment,2002
10.1257/000282802762024683,"The Halloween Indicator, “Sell in May and Go Away”: Another Puzzle",2002
10.1257/000282802762024692,Preference Reversals of a Different Kind: The “More Is Less” Phenomenon,2002
10.1257/000282802762024700,Risk Aversion and Incentive Effects,2002
10.1257/000282802762024719,Art as an Investment and the Underperformance of Masterpieces,2002
10.1257/000282802762024728,Improving Efficiency of On-Campus Housing: An Experimental Study,2002
10.1257/000282802762024737,"One, Two, (Three), Infinity, … : Newspaper and Lab Beauty-Contest Experiments",2002
10.1257/000282802762024746,Protection for Sale: An Empirical Investigation: Comment,2002
10.1257/000282802762024755,Optimal Incentives for Teams: Comment,2002
10.1257/000282803321455133,Macroeconomic Priorities,2003
10.1257/000282803321455142,Why Don't Prices Rise During Periods of Peak Demand? Evidence from Scanner Data,2003
10.1257/000282803321455151,Micro Effects of Macro Announcements: Real-Time Price Discovery in Foreign Exchange,2003
10.1257/000282803321455160,Stages of Diversification,2003
10.1257/000282803321455179,The Survival of the Welfare State,2003
10.1257/000282803321455188,The Economic Costs of Conflict: A Case Study of the Basque Country,2003
10.1257/000282803321455197,Lying for Strategic Advantage: Rational and Boundedly Rational Misrepresentation of Intentions,2003
10.1257/000282803321455205,The Evolution of Human Life Expectancy and Intelligence in Hunter-Gatherer Economies,2003
10.1257/000282803321455214,Gravity with Gravitas: A Solution to the Border Puzzle,2003
10.1257/000282803321455223,Portfolio Choice and Trading in a Large 401(k) Plan,2003
10.1257/000282803321455232,Optimal Contracting with Subjective Evaluation,2003
10.1257/000282803321455241,Corporate Lobbying and Commitment Failure in Capital Taxation,2003
10.1257/000282803321455250,Access to Food and the Biological Standard of Living: Perspectives on the Nutritional Status of Native Americans,2003
10.1257/000282803321455269,Redistributive Promises and the Adoption of Economic Reform,2003
10.1257/000282803321455278,Speed Limit Policies: The Output Gap and Optimal Monetary Policy,2003
10.1257/000282803321455287,Does Aid Matter? Measuring the Effect of Student Aid on College Attendance and Completion,2003
10.1257/000282803321455296,Expert Opinion and Compensation: Evidence from a Musical Competition,2003
10.1257/000282803321455304,Choosing the Wrong Calling Plan? Ignorance and Learning,2003
10.1257/000282803321455313,"Energy, the Stock Market, and the Putty-Clay Investment Model",2003
10.1257/000282803321455322,Winter Blues: A SAD Stock Market Cycle,2003
10.1257/000282803321455331,Exchange-Rate Regimes and International Trade: Evidence from the Classical Gold Standard Era,2003
10.1257/000282803321455340,The Mismatch Between Life Insurance Holdings and Financial Vulnerabilities: Evidence from the Health and Retirement Study,2003
10.1257/000282803321455359,Monetary and Nonmonetary Punishment in the Voluntary Contributions Mechanism,2003
10.1257/000282803321455368,Consumer Response to Tax Rebates,2003
10.1257/000282803321455377,Do Consumers React to Anticipated Income Changes? Evidence from the Alaska Permanent Fund,2003
10.1257/000282803321455386,“3rd of tha Month”: Do Social Security Recipients Smooth Consumption Between Checks?,2003
10.1257/000282803321455395,Jealousy and Equilibrium Overconsumption,2003
10.1257/000282803321455403,The Role of the Family in Immigrants' Labor-Market Activity: An Evaluation of Alternative Explanations: Comment,2003
10.1257/000282803321455412,Organizational Design and Technology Choice under Intrafirm Bargaining: Comment,2003
10.1257/000282803321455421,Organizational Design and Technology Choice under Intrafirm Bargaining: Reply,2003
10.1257/000282803321455430,Willingness To Pay and Willingness To Accept: How Much Can They Differ? Comment,2003
10.1257/000282803321455449,Willingness To Pay and Willingness To Accept: How Much Can They Differ? Reply,2003
10.1257/000282803321946732,Editors' Introduction,2003
10.1257/000282803321946741,Foreword,2003
10.1257/000282803321946750,Globalization and Its Challenges,2003
10.1257/000282803321946769,The Future of the IMF,2003
10.1257/000282803321946778,The World Bank of the Future,2003
10.1257/000282803321946787,The Future of the IMF and World Bank: Panel Discussion,2003
10.1257/000282803321946796,"Trade Structure, Industrial Structure, and International Business Cycles",2003
10.1257/000282803321946804,How Does Globalization Affect the Synchronization of Business Cycles?,2003
10.1257/000282803321946813,Why Has the U.S. Economy Become Less Correlated with the Rest of the World?,2003
10.1257/000282803321946822,Sovereign Debt Restructuring: Messy or Messier?,2003
10.1257/000282803321946831,Sovereign Debt Restructuring,2003
10.1257/000282803321946840,Is Aggregation a Problem for Sovereign Debt Restructuring?,2003
10.1257/000282803321946859,Will the Sovereign Debt Market Survive?,2003
10.1257/000282803321946868,"Capital-Account Liberalization, the Cost of Capital, and Economic Growth",2003
10.1257/000282803321946877,Equity-Market Liberalizations as Country IPO's,2003
10.1257/000282803321946886,Randomized Evaluations of Educational Programs in Developing Countries: Some Lessons,2003
10.1257/000282803321946895,"Fieldwork, Economic Theory, and Research on Institutions in Developing Countries",2003
10.1257/000282803321946903,Payoffs from Panels in Low-Income Countries: Economic Development and Economic Mobility,2003
10.1257/000282803321946912,Weak Instruments: Diagnosis and Cures in Empirical Econometrics,2003
10.1257/000282803321946921,Sensitivity to Exogeneity Assumptions in Program Evaluation,2003
10.1257/000282803321946930,Cluster-Sample Methods in Applied Econometrics,2003
10.1257/000282803321946949,Market Design: The Policy Uses of Theory,2003
10.1257/000282803321946958,Modern Theory of Unemployment Fluctuations: Empirics and Policy Applications,2003
10.1257/000282803321946967,An Examination of the Influence of Theory and Individual Theorists on Empirical Research in Microeconomics,2003
10.1257/000282803321946976,Economic Behavior in Political Context,2003
10.1257/000282803321946985,A Psychological Perspective on Economics,2003
10.1257/000282803321946994,A Picture Is Worth a Thousand Symbols: A Sociologist's View of the Economic Pursuit of Truth,2003
10.1257/000282803321947001,Libertarian Paternalism,2003
10.1257/000282803321947010,Optimal Defaults,2003
10.1257/000282803321947029,"Studying Optimal Paternalism, Illustrated by a Model of Sin Taxes",2003
10.1257/000282803321947038,"Models of Thinking, Learning, and Teaching in Games",2003
10.1257/000282803321947047,Decision Making with Naive Advice,2003
10.1257/000282803321947056,Lessons Learned: Generalizing Learning Across Games,2003
10.1257/000282803321947065,Testing Political Economy Models of Reform in the Laboratory,2003
10.1257/000282803321947074,"What Can Be Learned from Skeletons that Might Interest Economists, Historians, and Other Social Scientists?",2003
10.1257/000282803321947083,Living Standards During the Industrial Revolution: An Economist's Guide,2003
10.1257/000282803321947092,The Rising Price of Nonmarket Goods,2003
10.1257/000282803321947100,At What Level of Labor-Market Intermittency Are Women Penalized?,2003
10.1257/000282803321947119,Low Take-Up in Medicaid: Does Outreach Matter and for Whom?,2003
10.1257/000282803321947128,Impact of Immigration on Prenatal Care Use and Birth Weight: Evidence from California in the 1990's,2003
10.1257/000282803321947137,Did Expanding the EITC Promote Motherhood?,2003
10.1257/000282803321947146,Price and Spouse's Coverage in Employee Demand for Health Insurance,2003
10.1257/000282803321947155,Guaranteeing Individual Accounts,2003
10.1257/000282803321947164,The Interaction of Public Retirement Income Programs in the United States,2003
10.1257/000282803321947173,Monetary Policy Under Imperfect Capital Markets in a Small Open Economy,2003
10.1257/000282803321947182,Evaluating Alternative Approaches to Incremental Health-Insurance Expansion,2003
10.1257/000282803321947191,A New Approach to Risk-Spreading via Coverage-Expansion Subsidies,2003
10.1257/000282803321947209,Reducing Risk to Increase Access to Health Insurance,2003
10.1257/000282803321947218,Why Did the Welfare Rolls Fall During the 1990's? The Importance of Entry,2003
10.1257/000282803321947227,"Some Evidence on Race, Welfare Reform, and Household Income",2003
10.1257/000282803321947236,How Welfare Policies Affect Child and Adolescent Achievement,2003
10.1257/000282803321947245,Changes in the Distribution of Children's Family Income Over the 1990's,2003
10.1257/000282803321947254,"The Gender Gap in Wages, circa 2000",2003
10.1257/000282803321947263,Assimilation across the Latino Generations,2003
10.1257/000282803321947272,Catching Up: Wages of Black Men,2003
10.1257/000282803321947281,The Economics of Reparations,2003
10.1257/000282803321947290,The Political Economy of Antiracism Initiatives in the Post-Durban Round,2003
10.1257/000282803321947308,Racial Stigma: Toward a New Paradigm for Discrimination Theory,2003
10.1257/000282803321947317,Rethinking Economic Discrimination,2003
10.1257/000282803321947326,Social Security and Individual Accounts as Elements of Overall Risk-Sharing,2003
10.1257/000282803321947335,Comparing the Risks of Social Security with and without Individual Accounts,2003
10.1257/000282803321947344,What Do We Know About the Risk of Individual Account Pensions? Evidence from Industrialized Countries,2003
10.1257/000282803321947353,Inter-asset Differences in Effective Estate-Tax Burdens,2003
10.1257/000282803321947362,Charitable Bequests and Taxes on Inheritances and Estates: Aggregate Evidence from across States and Time,2003
10.1257/000282803321947371,Thanatology and Economics: The Behavioral Economics of Death,2003
10.1257/000282803321947380,Consumption Risk and Expected Stock Returns,2003
10.1257/000282803321947399,"Stock-Market Participation, Intertemporal Substitution, and Risk-Aversion",2003
10.1257/000282803321947407,Average Debt and Equity Returns: Puzzling?,2003
10.1257/000282803321947416,Employer Stock and 401(k) Plans,2003
10.1257/000282803321947425,Accounting for Employee Stock Options,2003
10.1257/000282803321947434,Accounting in Partnerships,2003
10.1257/000282803321947443,The Impact of Bankruptcy on Airline Service Levels,2003
10.1257/000282803321947452,Integration and Independent Innovation on a Network,2003
10.1257/000282803321947461,"Measuring Unilateral Market Power in Wholesale Electricity Markets: The California Market, 1998–2000",2003
10.1257/000282803321947470,The Effects of Environmental Regulation on Technology Diffusion: The Case of Chlorine Manufacturing,2003
10.1257/000282803321947489,How Effective Is Green Regulatory Threat?,2003
10.1257/000282803321947498,Estimating Regulation-Induced Substitution: The Effect of the Clean Air Act on Water and Ground Pollution,2003
10.1257/000282803321947506,The Instructional Use and Teaching Preparation of Graduate Students in U.S. Ph.D.-Granting Economics Departments,2003
10.1257/000282803321947515,A Model Teacher-Education Program for Economics,2003
10.1257/000282803321947524,Regional Workshops to Improve the Teaching Skills of Economics Faculty,2003
10.1257/000282803321947533,"Minutes of the Annual Meeting Washington, DC January 4, 2003",2003
10.1257/000282803321947542,Minutes of the Executive Committee Meetings,2003
10.1257/000282803321947551,Report of the Secretary for 2002,2003
10.1257/000282803321947560,Report of the Treasurer,2003
10.1257/000282803321947579,Report of the Finance Committee,2003
10.1257/000282803321947588,Report of the Editor,2003
10.1257/000282803321947597,Report of the Editor,2003
10.1257/000282803321947605,Report of the Editor,2003
10.1257/000282803321947614,Report of the Director,2003
10.1257/000282803321947623,Report of the Committee on Economic Education,2003
10.1257/000282803321947632,Report of the Committee on the Status of Minority Groups in the Economics Profession,2003
10.1257/000282803321947641,Report of the Committee on the Status of Women in the Economics Profession,2003
10.1257/000282803321947650,American Economic Association Universal Academic Questionnaire Summary Statistics,2003
10.1257/000282803321947669,General Information on the Association,2003
10.1257/000282803321947678,Certificate of Incorporation and Bylaws,2003
10.1257/000282803322156954,Constructivist and Ecological Rationality in Economics,2003
10.1257/000282803322156963,Optimal Pricing Mechanisms with Unknown Demand,2003
10.1257/000282803322156972,Animal Spirits Through Creative Destruction,2003
10.1257/000282803322156981,"Make Versus Buy in Trucking:Asset Ownership, Job Design, and Information",2003
10.1257/000282803322156990,Wages and Employment in the United States and Germany:What Explains the Differences?,2003
10.1257/000282803322157007,Dynamic Speculative Attacks,2003
10.1257/000282803322157016,The Performance of Forecast-Based Monetary Policy Rules Under Model Uncertainty,2003
10.1257/000282803322157025,Optimal Design of Research Contests,2003
10.1257/000282803322157034,What Do Bargainers' Preferences Look Like? Experiments with a Convex Ultimatum Game,2003
10.1257/000282803322157043,One Size Fits All? Heckscher-Ohlin Specialization in Global Production,2003
10.1257/000282803322157052,A Theory of Defensive Skill-Biased Innovation and Globalization,2003
10.1257/000282803322157061,School Choice: A Mechanism Design Approach,2003
10.1257/000282803322157070,Multiproduct Quality Competition:Fighting Brands and Product Line Pruning,2003
10.1257/000282803322157089,"Information, International Substitutability, and Globalization",2003
10.1257/000282803322157098,Do Government Grants to Private Charities Crowd Out Giving or Fund-raising?,2003
10.1257/000282803322157106,Forward and Backward Intergenerational Goods: Why Is Social Security Good for the Environment?,2003
10.1257/000282803322157115,Relational Incentive Contracts,2003
10.1257/000282803322157124,Does Banning Affirmative Action Lower College Student Quality?,2003
10.1257/000282803322157133,Verifying the Solution from a Nonlinear Solver: A Case Study,2003
10.1257/000282803322157142,"The Carrot or the Stick: Rewards, Punishments, and Cooperation",2003
10.1257/000282803322157151,Risk Sharing and Industrial Specialization: Regional and International Evidence,2003
10.1257/000282803322157160,Simple Menus of Contracts in Cost-Based Procurement and Regulation,2003
10.1257/000282803322157179,Caballero Meets Bewley: The Permanent-Income Hypothesis in General Equilibrium,2003
10.1257/000282803322157188,Consequences of Bank Distress During the Great Depression,2003
10.1257/000282803322157197,An Empirical Analysis of the Risk Properties of Human Capital Returns,2003
