title,hash.html,doi,source
A New Approach to Testing Asset Pricing Models: The Bilinear Paradigm,,,
A NEW LOOK AT THE CAPITAL ASSET PRICING MODEL,,,
A New Look at the Monday Effect,,,
A NEW SUPERVISORY VIEW OF BANK CAPITAL,,,
A New Test of Risk Factor Relevance,,,
A Nonlinear Factor Analysis of S&P 500 Index Option Returns,,,
A Nonparametric Approach to Pricing and Hedging Derivative Securities Via Learning Networks,,,
A Nonparametric Model of Term Structure Dynamics and the Market Price of Interest Rate Risk,,,
A NOTE ON A “KEYNESIAN” MODEL OF AGGREGATE DEMAND,,,
A NOTE ON ADJUSTING R2,,,
A Note on Ambiguity in Portfolio Performance Measures,,,
A NOTE ON AVERAGE INTEREST CHARGES ON BANK LOANS, THE LOAN MIX, AND MEASURES OF COMPETITION,
A NOTE ON BANK EARNINGS AND SAVINGS DEPOSIT RATE POLICY,,,
A NOTE ON BANK RESPONSE TO RESERVE CHANGES,,,
A Note on Capital Budgeting Techniques and the Reinvestment Rate,,,
A Note on Capital Budgeting Techniques and the Reinvestment Rate: Comment,,,
A NOTE ON COMPENSATORY BALANCE REQUIREMENTS,,,
A Note on Concentration and Checking Account Prices,,,
A NOTE ON DISCOUNTING THE COMPONENTS OF AN INCOME STREAM,,,
A NOTE ON DIVIDEND IRRELEVANCE AND THE GORDON VALUATION MODEL*,,,
A NOTE ON EARNINGS RISK AND THE COEFFICIENT OF VARIATION,,,
A NOTE ON EARNINGS RISK AND THE COEFFICIENT OF VARIATION: COMMENT,,,
A Note on Exchange-Rate Expectations and Nominal Interest Differentials: A Test of the Fisher Hypothesis,,,
A NOTE ON FINANCIAL ANALYST EVALUATION,,,
A NOTE ON FINANCING MERGERS WITH CONVERTIBLE PREFERRED STOCK,,,
A NOTE ON INFLATION AND COMMON STOCK VALUES,,,
A Note on Inflation, Taxation and Investment Returns,,
A Note on Information in the Loan Evaluation Process,,,
A NOTE ON INTEREST RATES AND PRICES IN GENERAL EQUILIBRIUM,,,
A NOTE ON INVESTMENT ACTIVITIES AND THE GRADUATED CORPORATE TAX,,,
A NOTE ON INVESTMENT EVALUATIONS IN LIGHT OF UNCERTAIN FUTURE OPPORTUNITIES,,,
A NOTE ON INVESTMENT POLICY WITH IMPERFECT CAPITAL MARKETS,,,
A NOTE ON JUSTIFYING BETA AS A MEASURE OF RISK,,,
A NOTE ON KEEPING ABREAST OF DEVELOPMENTS IN THE FIELD OF FINANCE,,,
A NOTE ON LINEAR PROGRAMMING AND CAPITAL BUDGETING,,,
A NOTE ON MAO'S GROWTH STOCK-INVESTMENT OPPORTUNITIES APPROACH,,,
A NOTE ON MERGER VALUATION,,,
A NOTE ON MONETARY CONTROLS AND CAPITAL VALUES,,,
A Note on Optimal Credit and Pricing Policy under Uncertainty: A Contingent-Claims Approach,,,
A Note on Quantity versus Price Risk and the Theory of Financial Intermediation,,,
A Note on Real and Nominal Efficient Sets,,,
A NOTE ON REGIONAL DIFFERENCES IN DISCOUNT RATES,,,
A NOTE ON REINVESTMENT ASSUMPTIONS IN CHOOSING BETWEEN NET PRESENT VALUE AND INTERNAL RATE OF RETURN,,,
A NOTE ON SENSITIVITY ANALYSIS OF RATES OF RETURN,,,
A Note on Simple Criteria for Optimal Portfolio Selection,,,
A NOTE ON SKEWNESS AND DATA ERRORS,,,
A NOTE ON TAXATION AND INVESTMENT,,,
A Note on Taxes and the Pricing of Treasury Bill Futures Contracts,,,
A Note on Testing an Aggressive Investment Strategy Using Value Line Ranks,,,
A NOTE ON THE ALGEBRAIC EQUIVALENCE OF THE HOLT AND MALKIEL MODELS OF SHARE VALUATION,,,
A NOTE ON THE APPARENT BIAS OF NET REVENUE ESTIMATES FOR CAPITAL INVESTMENT PROJECTS,,,
A Note on the Asymptotic Covariance in Fama-MacBeth Regression,,,
A NOTE ON THE BALANCE OF PAYMENTS EFFECTS OF THE U.S. CAPITAL CONTROLS PROGRAMS: SIMULATION ESTIMATES,,,
A NOTE ON THE BEHAVIOR OF EXPECTED PRICE/EARNINGS RATIOS OVER TIME,,,
A Note on the Behavior of Stock Returns around Ex-Dates of Stock Distributions,,,
A NOTE ON THE CAUSES OF INSTABILITY IN THE MONEY SUPPLY,,,
A Note on the Convergence of Binomial-Pricing and Compound-Option Models,,,
A NOTE ON THE COST OF TRADE CREDIT AND THE DISCRIMINATORY EFFECTS OF MONETARY POLICY,,,
A Note on the Efficiency of Black Markets in Foreign Currencies,,,
A NOTE ON THE GIRO TRANSFER SYSTEM,,,
A NOTE ON THE HIGH-LOW PRICE AVERAGE AS AN ESTIMATOR OF ANNUAL AVERAGE STOCK PRICES,,,
A NOTE ON THE HISTORY OF BOND TABLES AND STOCK VALUATION MODELS,,,
A Note on the Impact of FHLB Advances on the Cost and Availability of Funds at S&Ls,,,
A NOTE ON THE IMPLICATIONS OF PERIODIC “CASH FLOW”,,,
A NOTE ON THE INCLUSION OF EARNINGS RISK IN MEASURES OF RETURN: A COMMENT,,,
A NOTE ON THE INCLUSION OF EARNINGS RISK IN MEASURES OF RETURN: A REPLY,,,
A NOTE ON THE INTEREST ELASTICITY OF THE TRANSACTIONS DEMAND FOR CASH*,,,
A Note on the Issuance of Long-Term Pure Discount Bonds,,,
A NOTE ON THE LERNER-CARLETON ANALYSIS,,,
A Note on the Local Expectations Hypothesis: A Discrete-Time Exposition,,,
A Note on the Local Expectations Hypothesis: A Discrete-Time Exposition—Erratum,,,
A NOTE ON THE MARKET MODEL AND THE TWO-PARAMETER MODEL,,,
A NOTE ON THE MEASUREMENT OF CONGLOMERATE DIVERSIFICATION,,,
A NOTE ON THE PIGOU EFFECT AND THE UPWARD TURNING POINT*,,,
A NOTE ON THE PREDICTION OF PORTFOLIO PERFORMANCE FROM EX POST DATA,,,
A Note on the Pricing of Commodity-Linked Bonds,,,
A NOTE ON THE PROGRESSIVE CONSUMPTION TAX,,,
A NOTE ON THE RETIREMENT OF PUBLIC DEBT DURING INFLATION*,,,
A NOTE ON THE RETURN BEHAVIOR OF HIGH RISK COMMON STOCKS,,,
A NOTE ON THE REVIVAL OF FEDERAL RESERVE DISCOUNT POLICY,,,
A NOTE ON THE SIMULTANEOUS NATURE OF FINANCE METHODOLOGY,,,
A NOTE ON THE SMALL MORTGAGE MARKET,,,
A NOTE ON THE USE OF INDEX CLAUSES ABROAD,,,
A NOTE ON THE USELESSNESS OF TRANSACTION DEMAND MODELS*,,,
A NOTE ON THE VALUE OF RIGHTS IN ESTIMATING THE INVESTOR CAPITALIZATION RATE,,,
A Note on the Welfare Consequences of New Option Markets,,,
A NOTE ON THIS PROCEEDINGS ISSUE,,,
A NOTE ON TIME DEPOSIT INTEREST RATES,,,
A Note on Unanticipated Money Growth and Interest Rate Surprises: Mishkin and Makin Revisited,,,
A Note on Unsuccessful Tender Offers and Stockholder Returns,,,
A NOTE ON USING CROSS-SECTIONAL INFORMATION IN BAYESIAN ESTIMATION OF SECURITY BETAS,,,
A Note on “Risk Reduction in Large Portfolios: Why Imposing the Wrong Constraints Helps”,,,
A Partial Theory of Takeover Bids,,,
A PEDAGOGIC NOTE ON THE COST OF CAPITAL,,,
A PORTFOLIO ANALYSIS OF CONGLOMERATE DIVERSIFICATION,,,
A PORTFOLIO ANALYSIS OF STRADDLE OPERATIONS IN THE FUTURES MARKETS: AN APPLICATION OF THE EXPECTED RETURNS-VARIANCE OF RETURNS HYPOTHESIS*,,,
A PORTFOLIO APPROACH TO CORPORATE DEMANDS FOR GOVERNMENT SECURITIES*,,,
A Portfolio Approach to Estimating the Average Correlation Coefficient for the Constant Correlation Model,,,
A PORTFOLIO APPROACH TO FOSSIL FUEL PROCUREMENT IN THE ELECTRIC UTILITY INDUSTRY,,,
A PORTFOLIO MODEL OF CAPITAL BUDGETING UNDER RISK*,,,
A PORTFOLIO MODEL OF INTERNATIONAL CAPITAL FLOWS*,,,
A PORTFOLIO THEORY OF INTERNATIONAL SHORT-TERM CAPITAL MOVEMENTS*,,,
A PORTFOLIO THEORY OF THE SOCIAL DISCOUNT RATE AND THE PUBLIC DEBT*,,,
A PORTFOLIO—BALANCE MODEL OF CORPORATE WORKING CAPITAL,,,
A POSITIVE PROGRAM FOR FEDERAL DEBT MANAGEMENT*,,,
A Possible Explanation of the Small Firm Effect,,,
A PROBLEM IN PROBABILITY DISTRIBUTION TECHNIQUES FOR CAPITAL BUDGETING,,,
A PROGRAMMING APPROACH TO CORPORATE FINANCIAL MANAGEMENT,,,
A Proof of the Existence of “Consensus Beliefs”,,,
A PROPOSAL FOR A NATIONAL GOALS INSTITUTE,,,
A Proposal for Indexes for Traded Call Options,,,
A PROPOSAL FOR PRECISE DEFINITIONS OF “TRADING ON THE EQUITY” AND “LEVERAGE”,,,
A PROPOSAL FOR PRECISE DEFINITIONS OF “TRADING ON THE EQUITY” AND “LEVERAGE”: COMMENT,,,
A PROPOSAL FOR PRECISE DEFINITIONS OF “TRADING ON THE EQUITY” AND “LEVERAGE”:REPLY,,,
A PURE FINANCIAL RATIONALE FOR THE CONGLOMERATE MERGER,,,
A Pyrrhic Victory? Bank Bailouts and Sovereign Credit Risk,,,
A QUALITATIVE ANALYSIS OF EURO-CURRENCY CONTROLS,,,
A QUARTERLY SERIES OF CORPORATE BASIC YIELDS, 1952–57, AND SOME ATTENDANT RESERVATIONS*,
A Rational Expectations Equilibrium with Informative Trading Volume,,,
A Rational Expectations Model of Financial Contagion,,,
A RATIONALE FOR DEBT MATURITY STRUCTURE AND CALL PROVISIONS IN THE AGENCY THEORETIC FRAMEWORK,,,
A RE-EXAMINATION OF MARKET AND INDUSTRY FACTORS IN STOCK PRICE BEHAVIOR,,,
A RE-EXAMINATION OF PENSION FUND INVESTMENT POLICIES*,,,
A Re-Examination of Shareholder Wealth Effects of Calls of Convertible Preferred Stock,,,
A Re-Examination of the Market Reaction to Failed Mergers,,,
A Re-Examination of the Wealth Expropriation Hypothesis: The Case of Captive Finance Subsidiaries,,,
A Re-examination of Traditional Hypotheses about the Term Structure of Interest Rates,,,
A REAPPRAISAL OF THE CONCEPT, POTENTIALITIES, AND LIMITATIONS OF FISCAL POLICY IN THE AMERICAN ECONOMY*,
A REAPPRAISAL OF THE SOURCES OF SURPLUS PROFITS IN A SELLER'S MARKET*,,,
A REEXAMINATION OF STOCK SPLITS USING MOVING BETAS,,,
A Reexamination of the Conglomerate Merger Wave in the 1960s: An Internal Capital Markets View,,,
A Reexamination of Traditional Hypotheses about the Term Structure: A Comment,,,
A REFORMULATION OF THE THEORETICAL BASES FOR A PERMANENT FEDERAL EXCESS PROFITS TAX*,,,
A Rejoinder,,,
A REPLY,,,
A Reply,,,
A REPLY TO THE WESTON/MANSINGHKA CRITICISMS DEALING WITH CONGLOMERATE MERGERS,,,
A REVIEW OF FEDERAL MORTGAGE LENDING AND INSURING PRACTICES (Discussion),,,
A REVIEW OF FEDERAL MORTGAGE LENDING AND INSURING PRACTICES*,,,
A Review of IPO Activity, Pricing, and Allocations,
A Risk Minimizing Strategy for Portfolio Immunization,,,
A Rose.com by Any Other Name,,,
A Search-Based Theory of the On-the-Run Phenomenon,,,
A Semiautoregression Approach to the Arbitrage Pricing Theory,,,
A Sequential Signalling Model of Convertible Debt Call Policy,,,
A SHORT-RUN MODEL OF COMMERCIAL BANK PORTFOLIO BEHAVIOR*,,,
A Simple Algorithm for the Portfolio Selection Problem,,,
A Simple and Numerically Efficient Valuation Method for American Puts Using a Modified Geske-Johnson Approach,,,
A Simple Approach to Valuing Risky Fixed and Floating Rate Debt,,,
A Simple Econometric Approach for Utility-Based Asset Pricing Models,,,
A Simple Formula for the Expected Rate of Return of an Option over a Finite Holding Period,,,
A Simple Implicit Measure of the Effective Bid-Ask Spread in an Efficient Market,,,
A Simple Measure of Price Adjustment Coefficients,,,
A Simple Measure of Price Adjustment Coefficients: A Correction,,,
A Simple Model of Capital Market Equilibrium with Incomplete Information,,,
A SIMPLE MODEL OF INFORMATION AND LENDING BEHAVIOR,,,
A SIMPLE MODEL OF INFORMATION AND LENDING BEHAVIOR: COMMENT,,,
A SIMPLE MODEL OF NON-STATIONARITY OF SYSTEMATIC RISK,,,
A Simple Nonparametric Approach to Derivative Security Valuation,,,
A Simple Way to Estimate Bid-Ask Spreads from Daily High and Low Prices,,,
A SIMPLIFIED RECONCILIATION OF ECONOMIC AND ACCOUNTING DETERMINANTS OF DEPRECIATION COST*,,,
A SIMULTANEOUS EQUATION APPROACH TO FINANCIAL PLANNING,,,
A SIMULTANEOUS EQUATION APPROACH TO FINANCIAL PLANNING: COMMENT,,,
A SPATIAL MODEL OF THE BANKING INDUSTRY,,,
A Specialist's Quoted Depth and the Limit Order Book,,,
A SPECTRAL ANALYSIS OF CYCLICAL FLUCTUATIONS IN MONEY AND BUSINESS*,,,
